gene_name	Adult_1	Adult_2	Adult_3	Infant_1	Spring_1	Spring_2	Spring_3	Spring_4	tHIO_1	tHIO_2	tHIO_3
DNAJC12	5.454357	5.3004956	5.226368	6.5340257	5.1144357	6.3104997	5.254773	5.6394954	7.0879483	5.944278	5.4873896
SIRT1	8.124605	8.220325	8.348137	8.416893	8.150778	7.0281	7.8596354	7.961424	7.0247545	7.589361	7.4336185
HERC4	9.597838	9.353137	10.229439	8.714209	8.662117	8.56348	8.703234	8.582912	7.3680563	7.951931	8.264264
MYPN	2.33888	1.0910422	3.574291	2.9357665	4.7091794	2.9885714	1.9917388	2.5240185	1.9586655	1.9746512	0.12983781
ATOH7	3.5612724	4.2609673	4.226368	2.7658415	2.0846884	2.1405745	1.6698107	2.260984	0	1.9746512	2.7148004
PBLD	12.016893	12.049595	12.41372	10.638516	11.798648	12.304476	11.88504	11.8228445	9.807288	11.57766	10.4906845
HNRNPH3	10.793522	10.689095	10.818825	10.730904	10.311903	9.449823	10.338696	10.242837	9.372293	9.663485	10.457391
RUFY2	6.6242824	6.898397	6.649579	7.365754	6.9426694	6.9581976	7.0792017	6.771946	6.0879483	5.7820063	5.9111977
DNA2	6.229651	6.11341	5.574291	5.935766	5.6895504	5.9271708	5.955213	6.5684123	4.1285906	5.1970434	5.259121
SLC25A16	7.468163	7.2709513	7.7612896	6.935766	7.44224	8.085433	7.457713	7.632543	6.5436277	6.8815417	6.129838
TET1	3.5612724	3.6760044	3.574291	6.6113315	5.9091167	4.725537	6.2396665	6.4782147	7.0461283	7.0901284	6.9627275
CCAR1	9.412128	9.468252	9.399931	9.510675	9.622554	8.996066	9.818287	9.656733	8.859532	9.219412	9.346583
STOX1	5.5612726	6.220325	5.789304	6.1408806	5.522094	5.6766276	6.0096607	6.186983	4.418097	6.434083	5.5561028
DDX50	8.716813	8.742094	8.51177	8.87175	8.573867	8.857566	8.864568	8.768779	8.804155	8.428608	8.755547
DDX21	9.426343	9.570823	9.916683	9.299171	9.591161	8.903455	9.306436	9.535246	7.7788444	8.518971	9.039731
KIAA1279	8.35383	8.34843	8.370563	8.402466	8.294142	7.749384	8.40113	8.454756	8.616877	8.184105	8.08984
SRGN	9.968237	10.683499	10.297342	10.55619	5.332616	6.085433	0	0.9390559	0	4.5596137	4.377765
VPS26A	9.379626	9.371813	9.604564	9.067338	9.386947	9.928477	9.509014	9.438902	8.652152	8.738417	8.833741
SUPV3L1	8.716813	8.66847	8.460423	7.9655137	8.136351	8.140574	8.197288	8.057997	7.7530813	7.9896016	7.9111977
HKDC1	11.832068	11.131331	11.889117	9.129976	10.531082	9.714979	10.725771	10.719596	7.9810333	9.784151	9.731608
HK1	9.275518	9.397103	8.885878	10.281541	9.210532	8.0281	8.920109	9.0837145	10.061954	9.004398	9.403633
TACR2	8.699362	8.777542	7.755621	10.454092	7.971401	8.927171	9.541716	9.254206	7.853483	10.115907	7.7371683
TSPAN15	9.963371	9.747467	10.41709	9.895124	10.587852	10.905446	9.863336	9.994338	9.938805	10.457123	10.48629
NEUROG3	4.454357	3.9979327	3.936861	3.5731962	6.00752	5.725537	5.37025	4.939056	4.5436277	6.0621142	6.898022
C10orf35	4.7539177	4.9490232	4.4673758	5.1233935	5.332616	6.066574	4.254773	4.8459463	5.0461283	5.144576	5.41524
COL13A1	5.820007	5.9736853	5.381646	7.6300273	6.597758	4.6766276	7.3632975	7.138728	7.82903	7.5695977	7.898022
H2AFY2	8.475017	8.135436	8.428714	9.083254	9.412615	8.960753	9.104439	9.440893	10.216053	9.863395	10.157743
AIFM2	8.708114	7.9736853	8.64652	7.4096975	7.5871887	7.1315293	7.104439	7.1774607	7.3509827	7.3322034	7.4336185
TYSND1	8.989932	8.622423	8.467376	8.316588	8.538645	8.749384	8.173636	8.063177	7.9359455	8.756011	8.755547
SAR1A	10.042784	10.046692	9.996957	10.151704	10.173918	10.449823	10.171648	10.339935	10.569691	9.74504	10.076744
PPA1	10.067934	9.874041	10.3500185	8.737385	9.031107	9.71043	9.059979	9.245117	7.8775287	7.997019	8.711039
LRRC20	6.6846547	6.859226	6.4673758	8.149546	7.5711884	7.731536	7.6528044	7.821699	8.543628	7.982146	8.078205
EIF4EBP2	11.978221	12.145646	12.383715	11.544329	11.783682	11.541881	11.67894	11.784938	10.589843	11.561491	11.279585
NODAL	1.33888	3.260967	2.766936	2.7658415	3.0846884	1.8186464	2.4771657	3.108981	2.9586654	2.7116168	2.4517658
KIAA1274	7.404969	7.5748577	6.885877	9.2211685	7.955053	7.3422084	7.4642267	7.4936447	8.024755	7.9746513	8.135462
PRF1	7.31616	7.394823	7.9518113	6.158159	0	0.81864643	0.66981065	0	0	3.3896887	0.12983781
ADAMTS14	6.8092	7.500433	5.8330255	8.654585	7.274513	6.3422084	7.5277915	7.4859505	9.683179	7.50863	9.018581
SGPL1	10.593122	10.412971	10.709451	10.014955	10.646295	10.0256605	10.172643	10.310833	9.376518	9.700301	10.152205
PCBD1	9.963371	9.759927	9.776765	9.744552	9.711615	10.597545	9.799093	9.914904	10.376518	10.897483	10.768273
UNC5B	8.093767	8.724037	8.056955	8.708356	9.340504	7.580198	8.288197	8.0734825	10.841309	8.24767	9.129838
LOC728978	0	0	0	1.3508037	2.3070807	0.81864643	0	0	3.543628	0	2.1298378
SLC29A3	6.3085065	5.614604	5.8754606	6.9155884	8.418589	8.322473	8.262268	8.123931	8.350983	9.0371475	8.373012
CDH23	5.982736	6.898397	5.258789	5.8951244	5.2546134	4.725537	6.0792017	6.088803	6.1285906	6.675091	4.129838
C10orf105	4.6118984	4.614604	4.2904983	4.158159	3.2001655	2.1405745	2.8397357	2.5240185	2.9586654	1.3896887	0.12983781
C10orf54	11.590363	11.1890745	11.749217	10.45059	9.643109	10.0084715	9.734553	9.283352	10.393293	9.731764	9.707267
PSAP	14.144221	14.041325	14.087808	13.771904	13.578627	13.855764	13.137544	13.373293	14.264299	13.397242	13.333033
CHST3	7.2051287	7.7492537	6.453437	8.598731	7.8747654	6.085433	8.009661	8.369509	9.509412	7.8815417	8.680585
SPOCK2	9.859826	9.865829	9.660237	9.38239	6.1290827	5.6260014	5.8397355	5.068339	3.7660203	5.033545	3.8302774
ASCC1	8.075846	7.923932	8.033723	8.096758	8.095916	8.767014	8.014107	8.210519	8.580717	8.033545	8.006354
ANAPC16	10.380539	10.481211	10.629574	10.113462	9.783972	10.683606	9.879264	9.688926	9.6486635	9.425862	9.438177
DDIT4	10.7044735	11.0452385	10.903927	10.206711	9.159721	9.70739	9.135377	8.800143	9.397457	7.824317	8.319662
DNAJB12	9.7790575	9.944351	10.111232	9.448836	9.912295	10.043854	9.791344	9.92916	10.040814	10.28299	9.861156
MICU1	10.333234	10.219036	10.70725	9.96674	10.490539	10.836846	10.460159	10.507012	10.618661	10.22416	10.27577
MCU	10.620423	10.280867	10.938739	9.459329	10.132721	10.284213	9.870709	9.976603	9.85045	9.442257	9.789834
OIT3	7.5287046	7.668471	7.7327204	5.623822	6.639277	8.3655405	7.299167	6.972479	3.9586654	6.944278	5.2997627
PLA2G12B	9.443915	9.146324	9.907766	7.4096975	8.496905	10.175098	9.057828	8.8125	7.588022	9.137881	7.8233247
P4HA1	8.192709	8.183799	8.278688	8.452342	8.549574	8.346124	8.783553	8.418836	9.645166	7.764728	8.812832
NUDT13	5.2457705	5.734898	4.8113303	4.8533044	5.357707	5.9271708	5.502701	5.1485095	5.6591053	5.675091	5.174232
ECD	8.54508	8.34843	8.508403	8.462809	8.759469	8.835455	8.716934	8.656733	8.82903	8.637616	8.465228
FAM149B1	7.9387927	8.1890745	7.685799	7.5731964	7.785128	7.9427676	7.612325	7.446851	7.686586	7.171048	7.269389
DNAJC9	8.249773	8.11341	8.124488	8.237516	8.37317	8.480425	8.37717	8.482088	8.376518	8.103934	8.729751
C10orf103	2.9238424	2.6760044	3.2263677	2.7658415	4.2546134	2.6260014	3.9177382	4.260984	2.9586654	3.3896887	3.8302774
MRPS16	10.123515	9.720399	10.104558	9.612899	9.813743	10.666487	9.825893	9.8859625	9.7692375	9.820141	10.004819
TTC18	4.3977737	4.4833593	3.936861	3.225273	4.785128	4.725537	4.955213	3.3984876	4.418097	4.4771514	3.8302774
ANXA7	10.124605	10.149034	10.229439	10.0558605	9.9612055	10.730787	9.875604	9.958647	10.082787	10.103934	9.911198
MSS51	4.33888	4.734898	3.766936	4.623822	4.357707	4.278078	3.8397357	3.8459466	4.9586654	2.7116168	3.5892694
PPP3CB	9.173878	9.065456	9.117875	9.402466	9.050472	9.355865	9.280835	9.432912	9.123572	8.608857	8.766462
USP54	8.312338	8.461729	8.528487	8.424053	9.782814	8.632427	8.952899	9.01854	7.497824	8.579514	9.426754
MYOZ1	2.0758455	0	0.7669362	1.3508037	2.3070807	0	1.9917388	1.9390559	4.7660203	1.9746512	5.41524
SYNPO2L	0	0	0	2.9357665	5.7665124	4.1405745	5.1292424	7.582912	6.889403	5.84912	4.773694
AGAP5	4.7983117	5.135436	4.7211323	4.466281	4.084688	3.8186464	4.1292424	4.260984	3.9586654	4.4771514	4.5221553
BMS1P4	4.963371	5.8724017	5.649579	5.2576942	5.0543146	5.4625025	4.37025	5.1485095	4.6591053	3.5596137	4.377765
SEC24C	10.846014	10.895173	11.121737	10.624599	10.862218	10.327432	11.085024	11.053449	10.701817	11.134522	10.878031
FUT11	6.6846547	7.135436	6.453437	7.0877695	7.0619683	6.8186464	6.5277915	7.138728	8.253286	7.157873	7.1522055
CHCHD1	9.154797	8.417472	9.093366	8.312736	8.699398	9.793061	8.88413	8.579301	9.602522	9.299582	9.284656
KIAA0913	10.210272	10.391395	9.980041	9.967965	9.972417	9.142827	10.317269	10.242837	9.944508	10.18735	9.526443
LOC100507331	3.33888	4.41297	3.0888643	2.7658415	2.4997258	2.4036088	3.1292422	1.9390559	0	2.974651	2.1298378
NDST2	8.512141	8.901613	8.758458	8.7630205	8.157937	7.761161	8.235865	8.269973	9.329352	8.889535	8.884726
CAMK2G	10.206159	10.329447	9.938113	10.722943	9.980516	10.386602	10.127192	10.149727	9.7400255	10.1628275	9.655358
C10orf55	2.5612724	0.09104211	2.766936	2.5731962	1.821654	2.8186464	2.8397357	2.5240185	1.9586655	1.9746512	0.12983781
PLAU	8.422803	8.280867	7.4393616	9.39155	8.477006	8.919309	8.686619	8.778259	9.666024	9.317467	9.009421
VCL	10.9869375	11.312025	11.096172	12.876977	11.929394	10.832666	12.677013	12.968343	12.6119585	12.3266945	12.549272
AP3M1	9.213349	9.248389	9.602986	9.619151	9.451011	9.382796	9.632707	9.559276	8.72685	9.033545	9.176962
ADK	8.03932	7.448594	7.637301	7.8533044	7.261277	8.240711	8.062128	8.2290745	7.5436277	7.7820063	7.668997
KAT6B	8.2930765	8.8983965	9.0592575	9.341381	8.936438	7.057051	9.009661	9.148509	8.9698925	8.742835	9.012481
SAMD8	8.699362	8.832509	8.88847	8.11457	7.4126153	7.3960752	8.116894	7.8932524	7.1874843	7.0479	6.857758
VDAC2	8.94621	8.457364	8.936861	7.9257126	7.9259906	8.384701	8.153626	7.966962	7.7268496	8.144576	7.850937
COMTD1	10.585225	9.711262	10.29539	7.5602574	8.70674	10.202351	9.11068	8.950283	8.638145	10.020865	8.850937
ZNF503-AS1	7.368627	5.614604	6.8962193	3.5731962	3.2001655	5.403609	4.4771657	4.462618	3.7660203	4.2965794	3.5892694
ZNF503	8.454357	7.7492537	7.7153034	9.837304	9.259614	8.444355	9.507439	9.606168	10.62755	10.321903	9.045717
ZNF503-AS2	5.3085065	4.4833593	4.854399	6.0137687	5.2001657	6.4910717	6.2396665	6.331373	7.401609	7.3669686	5.2997627
C10orf11	5.3977737	5.9490232	4.624917	5.6965785	4.4066167	5.573534	3.9917388	4.5240183	6.0461283	5.1970434	3.9371927
KCNMA1	9.433397	9.238247	8.772561	11.2405615	9.850665	9.18059	10.458529	11.378367	10.138575	9.632863	9.3147135
DLG5	8.931337	9.159821	8.9592285	10.31947	10.225092	8.515614	10.540175	10.759234	10.632857	10.581982	10.701591
LOC100128292	1.33888	3.260967	2.574291	4.0877695	3.9591575	4.6766276	4.37025	4.6939435	5.3509827	4.84912	3.7148004
POLR3A	8.24577	8.452986	8.370563	8.469745	8.699398	7.8901086	8.549394	8.75604	8.324987	8.498213	8.509216
RPS24	12.76759	12.672008	12.721132	12.588412	12.418589	13.616714	12.818287	12.552155	13.429579	13.157252	13.435615
LOC100132987	0	0	0	1.7658414	0	0	0.66981065	1.9390559	0.95866543	0	2.1298378
LOC283050	3.4543571	3.9979327	2.574291	3.0877693	2.9591575	3.4036088	3.7572734	3.6394956	4.1285906	4.2965794	2.9371927
ZMIZ1	10.375969	10.728573	10.684308	11.10736	11.0629225	8.975993	10.839109	11.061884	11.093092	10.614896	11.153592
PPIF	10.256749	9.952129	10.293435	9.454092	9.812609	10.092442	9.746626	9.757638	8.700132	9.725079	9.647507
ZCCHC24	8.765144	9.056827	7.7837443	10.587615	9.456828	9.332374	9.983828	10.137501	11.183873	10.414828	10.082579
EIF5AL1	9.344504	8.955228	9.359393	8.938269	9.0134535	9.804488	9.141486	8.939055	10.03815	9.611276	9.597444
LOC650623	4.146235	5.6760044	5.1244884	6.648484	5.357707	4.2109637	5.7572737	5.939056	4.418097	4.0901284	4.9371924
LOC642361	6.0576982	5.9736853	6.8003592	6.6113315	5.839576	6.3104997	6.1616635	6.2428365	6.8655562	6.539436	6.339291
SFTPD	1.33888	0.09104211	0	3.225273	3.2001655	1.4036089	3.1292422	0.9390559	2.9586654	2.3896887	3.7148004
LOC219347	3.7539175	4.2609673	3.4673758	4.225273	3.4066164	5.244911	4.669811	4.746411	3.9586654	4.84912	4.0367284
FAM213A	8.731197	8.798401	8.88328	8.462809	8.936438	9.030535	9.014107	8.878635	8.652152	8.760376	8.950017
PLAC9	7.17177	7.6379366	5.4948564	6.754526	6.44224	8.278078	7.4180036	6.5972676	11.087949	8.679708	7.943619
ANXA11	12.116136	11.986996	12.467592	11.511516	11.930701	11.875623	11.618543	11.7001915	12.556718	12.008074	12.050563
LOC439990	7.454357	6.394823	8.1506405	5.4382668	6.023288	6.725537	5.714205	5.611481	6.206593	5.599142	5.684427
C10orf58	10.657046	10.4693365	10.987919	9.432953	9.890969	10.350028	10.501118	10.58201	9.4900465	10.483767	9.454019
TSPAN14	10.397774	10.401655	10.519317	10.1288805	10.477006	10.32545	10.379756	10.379925	9.978256	10.499519	10.149428
NRG3	1.7539176	2.4129703	0.7669362	3.7658415	5.4770055	2.9885714	3.5767012	1.5240184	3.543628	2.3896887	3.5892694
GHITM	11.906519	11.573346	11.966915	10.986219	11.234435	11.92259	11.2743635	11.207013	10.03815	10.601577	10.336852
CDHR1	2.0758455	3.898397	2.936861	5.350804	3.5871887	0	2.4771657	2.7464108	5.8655562	0	0.12983781
FAM190B	9.933826	10.024733	10.190052	9.566741	8.709179	7.9835534	9.175622	9.333519	8.50556	8.278432	8.368242
GRID1	7.0576982	7.157131	6.366849	5.874366	4.821654	4.6766276	5.1933727	5.296608	7.9586654	5.5596137	5.2173004
WAPAL	9.684655	9.676004	9.88458	9.711286	9.95608	8.670396	9.830942	9.859408	8.289582	8.773393	9.143858
OPN4	0	1.6760045	0	2.9357665	0	0	0	0.9390559	0	0	0
LDB3	7.361248	7.189074	5.7211323	8.83193	7.261277	6.6641364	8.169657	8.768779	8.23479	7.84912	7.5221553
BMPR1A	7.253763	7.157131	7.0888643	8.127785	7.8351164	7.9985557	8.165666	8.352684	7.4505186	7.1039343	7.49616
MMRN2	8.795577	9.157131	8.111232	9.331896	7.618667	6.6766276	6.7359	4.797037	5.0461283	4.0901284	5.773694
SNCG	6.719702	6.9614067	5.7669363	6.935766	3.8216538	5.749384	2.6698108	0	5.8166466	3.3896887	3.2997627
C10orf116	12.597446	12.20901	12.762703	8.5173855	3.8216538	5.244911	4.576701	3.5240185	6.0461283	4.0901284	2.4517658
AGAP11	6.9338264	8.129961	7.070717	5.2576942	3.0846884	3.5190861	3.1292422	2.7464108	4.5436277	2.7116168	0.12983781
GLUD1	11.315682	11.051768	11.04306	10.439151	10.210532	10.731536	10.129242	10.076047	10.043474	9.8264	10.027683
FAM35A	8.948674	8.766999	9.260792	8.424053	8.733345	9.348077	8.705984	8.787679	7.9586654	7.434083	7.6376324
FAM22A	3.9238424	4.8459296	4.0888643	4.158159	2.4997258	0.81864643	2.2547731	2.260984	3.2805936	3.8491204	1.7148002
LOC728190	6.508805	5.9490232	7.0430603	6.0877695	6.332616	7.008471	6.0792017	5.9163356	7.14849	7.117609	6.668997
LOC439994	4.454357	4.178505	5.574291	4.8951244	5.332616	5.9683933	5.254773	5.331373	6.2805934	5.675091	5.884725
FAM22D	4.001845	4.2609673	3.574291	4.5731964	4.143582	3.1405745	3.7572734	3.7464108	4.1285906	4.2965794	4.0367284
MINPP1	8.24577	7.9736853	8.515129	7.748835	8.477006	9.219526	8.672626	8.604392	7.3162174	8.124398	7.7371683
PAPSS2	9.450885	9.474747	9.675329	8.527392	9.485568	9.412971	9.632707	9.507012	9.543628	9.069169	9.129838
ATAD1	8.485236	8.626317	8.399931	8.757363	8.6264305	8.695164	8.317269	8.497477	7.7530813	7.656475	8.129838
CFL1P1	3.0758455	2.091042	1.3518987	2.0877693	2.6696508	2.6260014	2.2547731	2.939056	0.95866543	3.5596137	2.1298378
KLLN	3.4543571	4.091042	3.854399	4.350804	4.084688	4.278078	4.313667	5.068339	4.5436277	3.3896887	4.2173004
PTEN	9.788716	9.800126	9.830331	9.807501	9.619964	9.380889	9.639916	9.462618	9.4900465	9.232039	9.419857
RNLS	6.95359	6.8189626	7.5417233	6.5987315	7.0543146	8.158497	7.6977167	7.1964436	6.740025	7.6843095	7.060575
ANKRD22	6.33888	6.517307	6.7669363	5.4096975	6.332616	5.6766276	5.027363	5.1485095	2.9586654	2.3896887	4.6533995
STAMBPL1	7.6668067	7.230593	7.5934844	7.5860205	7.4363637	7.7134643	7.5463276	7.390267	5.6591053	7.144576	7.478566
ACTA2	12.072742	12.199567	11.465641	14.90751	14.403937	14.468464	14.592767	15.265801	16.223877	15.188616	15.559408
FAS	7.548333	7.598837	6.946845	6.874366	6.848454	7.1495633	6.1616635	6.3140955	7.38493	5.637616	6.3586564
FAS-AS1	0.7539176	0.09104211	0.7669362	1.7658414	1.4997258	0.81864643	0	0	0.95866543	0	0.12983781
CH25H	6.508805	7.991909	5.4673758	6.754526	5.565815	6.4333563	5.0960755	6.167875	6.2440677	6.1970434	7.396624
LIPA	12.729587	12.543541	12.985499	10.701006	9.688314	11.134928	10.943606	11.320058	9.458511	10.675091	8.95956
IFIT2	8.03932	7.5828953	7.7211323	8.170982	7.3070807	7.278078	6.3563113	6.784546	7.672911	5.675091	6.469688
IFIT3	9.133296	8.702066	8.741351	8.799264	9.343647	9.85482	9.477165	9.1288805	8.59529	9.414828	8.609618
IFIT1B	0	0	0	1.3508037	0	0	0	0	0	0	0
IFIT1	7.17177	7.6379366	7.070717	8.127785	6.7571135	7.8129997	7.0007277	6.90484	7.8775287	6.518972	6.6055713
IFIT5	8.249773	8.151738	8.061557	8.237516	8.2036295	8.743459	8.220557	8.247395	7.6025214	7.832632	7.2173004
SLC16A12	1.33888	2.6760044	0.7669362	2.9357665	3.8216538	3.9885714	2.4771657	2.5240185	0	1.3896887	1.7148002
PANK1	9.126782	8.829134	9.244695	8.069622	9.168611	9.037815	9.397731	9.026519	6.6310906	8.679708	8.522155
FLJ37201	0	1.0910422	1.3518987	2.0877693	2.0846884	1.8186464	2.4771657	0	0.95866543	2.3896887	0.12983781
KIF20B	6.6118984	6.5339856	6.548296	7.2087846	7.1363506	6.1040487	7.232053	7.331373	5.912862	6.320426	6.668997
LOC643529	5.776285	7.178505	6.7211323	7.3582983	0	0	0	0	0	0	0
HTR7	5.660808	5.3004956	5.5218234	6.8211236	3.0846884	4.9885716	3.8397357	3.3984876	0	3.974651	2.1298378
RPP30	7.508805	7.3102107	7.74993	7.8533044	7.7523913	8.29438	7.75196	7.618536	8.333705	7.8974833	7.884725
NUDT9P1	0	1.0910422	1.3518987	1.3508037	1.4997258	0	1.9917388	0.9390559	2.9586654	0.3896887	2.4517658
PCGF5	10.211298	9.903219	10.4708395	9.204633	9.788592	10.260553	9.867027	9.710546	8.918668	9.290556	9.856056
HECTD2	5.5868077	5.8189626	4.936861	7.241575	6.60825	6.689011	6.7359	7.186983	6.6310906	6.0901284	6.3196626
PPP1R3C	7.3538303	6.448594	5.854399	8.748835	9.021326	8.772842	9.085552	8.860897	9.426271	8.647077	8.94041
TNKS2	8.896025	9.334216	9.306095	9.4115	9.549574	8.9633045	9.123081	9.40258	8.271548	8.216237	8.54769
FGFBP3	4.7539177	4.734898	4.7669363	4.935766	5.332616	5.1040487	5.027363	5.462618	6.0030594	5.4771514	5.7148004
BTAF1	8.621196	9.350785	9.031379	9.30306	9.172152	8.302463	9.2900305	8.878635	7.713553	8.131156	7.994024
CPEB3	6.1633086	6.9614067	6.193201	6.5340257	6.143582	5.573534	6.2396665	5.961424	4.8655562	5.599142	3.4517658
5-Mar	8.702285	8.558647	8.769752	8.420477	8.709179	9.104049	8.626913	8.590108	7.82903	8.144576	8.124191
IDE	8.781823	8.657096	8.966608	8.623822	8.957107	8.532892	8.730507	8.901952	8.271548	7.857294	8.465228
KIF11	7.4404182	7.0568266	6.789304	8.241574	8.313507	7.244911	8.40452	8.55008	8.158338	7.54956	8.000202
HHEX	6.574096	5.8724017	5.321525	7.051244	6.699398	6.085433	3.2547731	2.7464108	3.9586654	5.3896885	6.060575
EXOC6	7.54182	7.9552283	7.8003592	7.7937474	7.5765414	7.8520694	7.7305064	7.430909	6.4505186	6.5596137	6.9878187
MYOF	8.54182	9.165183	8.336792	10.578019	10.581875	9.030535	10.673328	11.228498	11.883478	10.503431	10.751889
CEP55	6.6365604	6.220325	6.3518987	7.4453216	7.4126153	6.8630404	7.018539	7.733472	7.2805934	6.675091	7.163261
O3FAR1	2.9238424	2.6760044	3.0888643	2.3508039	4.2546134	3.8186464	2.6698108	2.939056	0.95866543	4.0901284	3.2997627
RBP4	4.001845	6.6909547	4.9763894	2.3508039	6.0543146	5.600006	5.1292424	5.553766	4.2805934	4.2965794	5.259121
FRA10AC1	7.368627	6.98586	6.936861	7.2894034	6.7665124	6.9885716	7.40452	7.057997	7.4822273	6.944278	7.060575
LGI1	4.7983117	4.2609673	4.2904983	6.2894034	3.5871887	5.403609	6.612325	5.821699	8.528521	4.84912	4.7148004
SLC35G1	10.059979	9.590888	10.792076	7.9850097	7.9091167	8.94018	8.5856905	8.8845	6.3509827	7.8159533	6.4336185
PIPSL	7.67873	7.7492537	7.637301	7.5602574	7.26791	7.8186464	7.424698	7.618536	7.853483	7.6843095	7.6055713
PLCE1	7.8519497	8.566775	8.51848	9.11457	10.123608	8.7844305	9.696334	9.663569	8.216053	8.729539	8.898022
NOC3L	7.1114697	6.8189626	7.193201	7.051244	7.207085	6.9683933	6.9365973	6.90484	6.686586	6.3669686	6.5221553
TBC1D12	7.982736	7.606742	8.033723	7.547201	7.499726	7.505147	7.8397355	7.7656045	6.889403	7.1039343	7.248779
HELLS	4.7081137	5.091042	4.8962193	5.648484	5.499726	4.772843	5.917738	6.005145	4.8655562	5.434083	4.6533995
CYP2C18	12.597642	11.875677	12.848086	9.524065	9.119946	10.472387	9.591652	10.014535	7.9586654	10.3233795	9.018581
CYP2C19	8.7283325	9.338969	9.451685	6.480087	9.040822	9.02077	8.876825	8.309743	5.7660203	8.355473	7.6296835
CYP2C9	11.515469	11.672242	11.5532055	8.301117	8.636717	8.775748	9.336923	9.14118	5.4822273	7.944278	7.2383623
CYP2C8	2.7539175	3.4129703	2.0888643	2.5731962	4.991579	2.1405745	3.1292422	2.260984	3.2805936	1.3896887	3.7148004
PDLIM1	12.465799	12.224184	12.503126	11.770764	12.7778845	13.170276	12.52273	12.84275	13.3421	12.744489	13.202975
SORBS1	10.27846	10.7158375	9.729832	12.708905	11.016903	9.960753	11.89923	11.955516	11.107142	11.5388	11.491781
ALDH18A1	11.752508	11.487647	11.819164	10.555375	11.643746	11.29438	11.850653	11.876798	11.225451	11.366253	11.513002
TCTN3	9.082593	8.8425865	9.2806635	9.253681	9.822781	10.236499	9.944771	9.957256	10.631091	10.136203	10.152205
ENTPD1	9.267645	9.531911	8.911594	10.282526	10.074319	9.829874	10.105481	10.978661	11.667749	9.84707	11.473578
LOC728558	2.5612724	1.6760045	1.3518987	2.0877693	0	0.81864643	0	0	0	0	0
CC2D2B	2.33888	3.898397	1.7669362	3.8533041	2.3070807	1.4036089	3.3702505	2.7464108	3.9586654	0.3896887	1.1298379
CCNJ	6.5612726	6.8052874	7.1592536	7.023229	7.400593	6.6641364	6.612325	7.32276	6.4822273	6.2965794	6.773694
ZNF518A	8.03932	8.496183	8.477742	8.123393	8.217402	7.5934334	8.235865	8.196444	5.912862	6.9746513	7.248779
BLNK	9.561273	8.683499	8.966608	8.480087	8.814876	8.722528	8.661332	8.442882	7.6025214	8.177591	8.6920805
DNTT	0	0	0	2.7658415	0	0	0	0	0	0	0
TLL2	2.5612724	3.5504737	2.936861	5.158159	3.9591575	3.4036088	2.9917388	3.260984	3.543628	2.3896887	4.129838
TM9SF3	11.650628	11.489786	11.816444	11.264192	11.987314	11.425514	12.022406	11.860897	10.3228	10.93272	11.145253
PIK3AP1	8.368628	8.124465	8.60614	8.524065	7.023288	6.725537	6.1933727	5.3984876	2.9586654	5.8159533	6.451766
LCOR	8.85195	9.151738	9.601407	8.233447	9.067682	8.167375	9.191411	8.980715	6.0461283	7.944278	7.6533995
C10orf12	6.548333	5.9736853	7.070717	5.8533044	6.2276464	3.9061093	6.2396665	6.4936447	5.206593	5.711617	6.060575
SLIT1	2.33888	4.4833593	3.854399	5.4096975	1.821654	1.8186464	2.6698108	3.108981	0	4.3896885	2.9371927
ARHGAP19	7.6118984	7.630201	7.8222184	7.842657	7.538645	6.7959266	8.201192	8.2290745	6.740025	7.2723317	7.377765
FRAT1	8.415695	8.062586	8.545013	7.335697	7.459728	6.4480033	7.5646286	7.057997	6.573375	7.9896016	7.279585
FRAT2	10.380539	9.645631	10.158179	8.887375	9.362363	9.225914	9.731856	9.561108	8.733453	10.241438	9.389581
RRP12	8.681695	7.839235	8.193201	7.708356	7.9217906	7.1040487	8.193373	8.118965	7.9920883	8.52924	8.990925
PGAM1	9.540187	9.048144	9.45868	8.790981	8.376243	9.228038	8.606448	8.93341	9.462491	8.675091	8.621691
EXOSC1	8.18437	7.911221	8.154953	7.8479905	7.9591575	8.815826	8.057828	8.031813	9.158338	8.524115	8.377766
ZDHHC16	8.731197	8.517306	8.911594	8.241574	8.584535	8.94018	8.862103	8.710546	10.059328	9.352585	9.530717
MMS19	9.445661	9.529834	9.451685	9.406086	9.789744	9.744943	9.662749	9.670375	9.756327	9.569598	9.793396
UBTD1	5.963371	5.2609673	5.0148635	6.7316256	6.9591575	7.6766276	6.342236	5.939056	9.532312	7.2965794	7.7072663
HOGA1	0.7539176	1.6760045	1.3518987	1.7658414	3.2001655	3.4036088	1.9917388	2.939056	3.2805936	4.637616	2.4517658
MORN4	5.001845	5.645631	4.574291	6.708356	5.7091794	6.326441	6.2845206	6.088803	7.90118	6.539436	6.9111977
PI4K2A	9.525407	9.215163	9.531808	9.094516	9.163284	8.827075	9.6196375	9.941871	9.5585785	10.070927	9.292229
AVPI1	9.109268	8.812141	8.51177	7.452342	9.311903	9.394186	9.750628	9.857919	8.720217	10.299582	8.795174
MARVELD1	8.759542	8.94591	8.262792	11.062184	10.482006	10.00104	10.5293455	11.065761	12.754705	11.094457	11.518931
ZFYVE27	9.716813	9.653284	9.562976	8.802015	9.2629385	9.548267	9.437995	8.994338	9.262446	9.877529	9.387225
