ID	adj.P.Val 	P.Value	logFC
LCORL	0.038155176	0.001016897	1.3712963
SEPSECS	0.028047524	3.43E-04	1.5934806
PI4K2B	0.01475596	2.43E-05	1.2659855
ANAPC4	0.037137497	9.12E-04	1.0108685
UBE2K	0.01756529	8.57E-05	0.79409313
SLC30A9	0.009330612	2.68E-06	0.70024675
GABRA2	0.042505216	0.001406627	4.0697527
LRRC66	0.0396097	0.001191709	0.86616755
EXOC1	0.009441776	5.99E-06	0.8667926
G3BP2	0.03446095	7.62E-04	0.86835104
USO1	0.029788071	4.04E-04	0.6852579
CXCL11	0.029785383	4.02E-04	1.2873924
CNOT6L	0.04257313	0.001445854	1.3188882
HERC3	0.020344526	1.41E-04	1.4711118
RAP1GDS1	0.04257313	0.001445816	1.0178947
EIF4E	0.03347408	7.00E-04	1.185924
DNAJB14	0.0438191	0.001563456	1.2779732
SEC24B	0.048811924	0.00211335	0.9264717
CAMK2D	0.026652822	3.10E-04	1.3672829
C4orf29	0.031548936	5.18E-04	0.86981773
ELMOD2	0.03460838	7.68E-04	1.1723919
NR3C2	0.042777617	0.001488487	1.2158246
ARFIP1	0.028728398	3.71E-04	1.2617458
KLHL2	0.031847183	5.68E-04	1.0894774
DDX60L	0.0401157	0.001230724	1.9336338
CDKN2AIP	0.04456651	0.001667761	0.9972415
6-Mar	0.038155176	0.001016343	1.2727938
C5orf22	0.048700474	0.002092653	0.86862135
SPEF2	0.041085895	0.0013037	0.7761579
MIER3	0.018372724	1.16E-04	2.0516558
GPBP1	0.039052423	0.001126323	0.43914035
TRIM23	0.045790903	0.001840266	1.3635645
SLC30A5	0.042469896	0.001403047	0.5405464
RAD17	0.045291368	0.001799363	0.87548107
TNPO1	0.031548936	5.21E-04	1.3515911
FCHO2	0.029785383	4.02E-04	1.5813384
PAPD4	0.031847183	5.65E-04	1.1282481
ZFYVE16	0.045115918	0.001767042	0.75274557
TMEM167A	0.003102366	5.28E-07	0.89608955
MEF2C	0.039052423	0.001119569	0.61613846
LYSMD3	0.026652822	3.16E-04	1.2860756
FAM172A	0.035452466	8.18E-04	0.9710617
MCTP1	0.032767702	6.64E-04	2.947785
TTC37	0.028594688	3.63E-04	1.2458725
ERAP2	0.0387722	0.001071692	1.1602936
RIOK2	0.03896413	0.001092158	0.5727029
PPIP5K2	0.032767702	6.56E-04	1.8327025
FBXL17	0.039052423	0.001129512	1.0577464
SLC25A46	0.04257313	0.001463915	1.3118658
TRIM36	0.015034214	4.85E-05	4.579666
FEM1C	0.025624868	2.72E-04	1.5753293
DMXL1	0.0380958	0.001002533	1.3298812
SNX2	0.03896413	0.001089143	0.77736187
GRAMD3	0.036121827	8.49E-04	0.75067466
PRRC1	0.03347408	6.98E-04	0.46478367
FNIP1	0.036367223	8.67E-04	1.1299734
SMAD5	0.036752567	8.92E-04	1.1670628
SLC35A4	0.030427525	4.33E-04	-0.61572266
FBXO38	0.045205362	0.001783682	0.5956659
CSNK1A1	0.016977346	7.37E-05	0.5448265
C5orf41	0.015029685	2.88E-05	1.6622872
SFXN1	0.048789818	0.00210757	0.8389859
ZNF346	0.03347408	7.03E-04	-0.432404
MAPK9	0.015034214	4.18E-05	0.6531267
SSR1	0.016977346	7.59E-05	0.41786578
SLC35B3	0.018372724	1.21E-04	1.0083908
ADTRP	0.0401157	0.001229094	2.7138052
DEK	0.030547343	4.47E-04	1.005331
C6orf62	0.030547343	4.47E-04	0.6776924
HIST1H4B	0.011595026	1.51E-05	-3.7618487
HIST1H3B	0.0442017	0.001623347	-3.0686884
HIST1H1E	0.025624868	2.75E-04	-3.4484591
HIST1H2BE	0.039003514	0.001109199	-2.436186
HIST1H4D	0.044643063	0.00168718	-2.4637122
HIST1H2BF	0.042557966	0.001417822	-3.2626302
HIST1H4E	0.02294798	1.75E-04	-3.4913187
HIST1H4F	0.039052423	0.001129865	-2.5493724
HIST1H3F	0.033279333	6.91E-04	-2.8590522
HIST1H2AH	0.026652822	2.98E-04	-3.309801
HIST1H3I	0.016834708	6.73E-05	-3.206365
MAPK14	0.04184885	0.001365902	0.720788
TJAP1	0.039419483	0.001181443	-0.71980476
ENPP4	0.04257313	0.001462572	2.6582074
MUT	0.039643988	0.001199424	1.0814247
ZNF451	0.0316745	5.46E-04	1.0279201
PTP4A1	0.044002112	0.001596035	0.89131737
LMBRD1	0.045887325	0.001854775	1.3329716
TMEM30A	0.0396097	0.001196138	0.8988104
IBTK	0.037324537	9.47E-04	1.4530858
SNX14	0.01756529	9.16E-05	1.4224461
MAP3K7	0.009330612	3.18E-06	0.69057745
UFL1	0.034951206	7.86E-04	0.87380594
ZUFSP	0.048636388	0.002075432	1.2959822
SERINC1	0.015034214	5.63E-05	1.0361319
TRMT11	0.039003514	0.001106976	0.6165853
AKAP7	0.043945674	0.001591493	2.0044274
HBS1L	0.007732937	1.76E-06	0.5461149
VTA1	0.045673303	0.001819984	0.67823315
LTV1	0.045115918	0.001765764	0.38281015
PPIL4	0.039052423	0.001130541	0.6322331
SOD2	0.048636388	0.002084377	1.0390081
TCTE3	0.0442017	0.001618166	1.828636
PRKAR1B	0.04854245	0.002039952	-0.808568
KIAA1908	0.037989073	9.94E-04	-0.8025603
BRAT1	0.0408008	0.001273795	-1.0972786
SLC29A4	0.033942334	7.30E-04	-0.92596525
C7orf26	0.032074098	6.14E-04	-0.9007187
SCIN	0.0438191	0.001581689	2.7147222
ANKMY2	0.031548936	5.20E-04	0.681612
SNX13	0.015029685	3.28E-05	1.4057817
TAX1BP1	0.025993241	2.82E-04	1.0492983
LOC401320	0.04759793	0.001975029	0.735948
VPS41	0.01499803	2.55E-05	0.6794395
LOC646999	0.037137497	9.22E-04	1.1739063
RALA	0.018372724	1.11E-04	1.0065373
POLR2J4	0.016834708	6.88E-05	-0.49752808
POLD2	0.037137497	9.37E-04	-0.74399275
ZNF92	0.023675116	2.07E-04	1.0819492
CCT6P1	0.037137497	9.29E-04	1.2736025
DMTF1	0.015029685	3.29E-05	0.6297646
CROT	0.04257313	0.001441871	1.7484312
KRIT1	0.019776328	1.36E-04	0.93339294
ANKIB1	0.032767702	6.66E-04	0.79756546
PDK4	0.042777617	0.001479002	1.5100588
MIR3609	0.031847183	5.81E-04	-3.2281055
CPSF4	0.018372724	1.07E-04	-0.56646824
TSC22D4	0.034937218	7.83E-04	-0.7758636
LRCH4	0.048789818	0.002105333	-0.6621723
LRWD1	0.015034214	4.13E-05	-1.0779467
COG5	0.009834325	1.17E-05	0.75131416
SLC13A1	0.045887325	0.001864129	4.3109927
WASL	0.04456651	0.001672161	0.7669191
PDIA4	0.044853967	0.001705187	-0.72413254
ZNF775	0.0316745	5.46E-04	-1.5734648
AGPAT5	0.045029327	0.001745759	1.1411414
ERI1	0.028594688	3.62E-04	0.6536254
POLR3D	0.04495878	0.001732816	-1.3399258
CHMP7	0.023940785	2.22E-04	-0.5864534
DDHD2	0.032767702	6.46E-04	0.88613415
PLEKHA2	0.031847183	5.67E-04	0.8017263
TCEA1	0.03191301	6.07E-04	0.83141375
SDCBP	0.028602645	3.65E-04	0.796133
YTHDF3	0.023940785	2.26E-04	1.2617444
IMPA1	0.026652822	3.01E-04	2.3893085
LRRCC1	0.042557966	0.001418035	1.3228474
NBN	0.04789473	0.001990063	0.8364658
OTUD6B	0.033705153	7.21E-04	1.0279241
DPY19L4	0.04257313	0.001431162	1.2384381
MTDH	0.0451032	0.001756409	0.50323576
SPAG1	0.026652822	3.09E-04	0.8667402
RRM2B	0.015034214	4.96E-05	1.309339
AZIN1	0.0392689	0.001149168	1.3459425
ATP6V1C1	0.028114695	3.48E-04	1.1490426
OXR1	0.031548936	5.20E-04	1.0051284
TTC35	0.018372724	1.07E-04	0.6148205
RAD21	0.030427525	4.36E-04	1.3616772
SAMD12-AS1	0.04902784	0.002142898	1.8029542
TAF2	0.009441776	7.11E-06	0.7373462
DERL1	0.031847183	5.93E-04	0.6145219
TMEM65	0.042557202	0.001410763	0.4498772
RNF139	0.034421463	7.58E-04	0.857646
KIAA0196	0.038910076	0.001084455	0.35460666
EFR3A	0.031847183	5.71E-04	1.4926939
PTK2	0.0380958	0.001003375	0.523755
TIGD5	0.036367223	8.73E-04	-1.308103
SHARPIN	0.04257313	0.001437644	-0.8564596
GPR172A	0.031050302	4.64E-04	-0.8705911
CYHR1	0.042777617	0.001488471	-1.0374593
CDC37L1	0.023216622	1.85E-04	1.1618071
JAK2	0.009441776	8.04E-06	1.1514052
RANBP6	0.01756529	8.92E-05	1.037312
ZDHHC21	0.015034214	4.78E-05	1.4472513
TTC39B	0.029443335	3.91E-04	2.0833588
DENND4C	0.038410176	0.00103978	1.6161437
IFT74	0.023216622	1.85E-04	0.78984267
C9orf72	0.04890229	0.002134635	1.8608046
RMRP	0.0316745	5.52E-04	-3.2791004
C9orf71	0.031548936	5.11E-04	1.1173899
LOC100507299	0.015034214	5.43E-05	-1.3691607
FRMD3	0.031487543	4.82E-04	2.0029514
UBQLN1	0.03579598	8.29E-04	0.6189746
NAA35	0.0248786	2.50E-04	0.7692427
RAB14	0.026652822	3.02E-04	0.7343053
ZBTB6	0.038456623	0.001049234	1.077683
ZBTB26	0.015029685	3.33E-05	0.3894596
CDK9	0.023675116	2.03E-04	-0.5144663
C9orf114	0.03782207	9.85E-04	-0.8973608
GBGT1	0.038155176	0.001028762	-1.3816776
OLFM1	0.045291368	0.001795861	-1.3755269
C9orf116	0.03769904	9.74E-04	-1.7696772
MRPS2	0.04337409	0.001521552	-0.7721071
C9orf69	0.044853967	0.001703871	-0.7080478
FBXW5	0.038456623	0.00105283	-0.7385168
COBRA1	0.032444123	6.30E-04	-0.5925722
EIF1AX	0.044473927	0.001651016	1.1691976
MBTPS2	0.022037629	1.59E-04	0.7203823
DYNLT3	0.04635623	0.001894561	0.9834361
GPKOW	0.023940785	2.28E-04	-0.49460316
PPP1R3F	0.01756529	8.69E-05	-1.2842679
PJA1	0.030845836	4.55E-04	-0.9109726
CHM	0.018372724	1.06E-04	0.9559083
TBC1D8B	0.015029685	2.96E-05	1.3742671
ACSL4	0.03433571	7.52E-04	1.5086102
SLC6A14	0.040855195	0.001280131	4.012843
IL13RA1	0.030071411	4.15E-04	0.7881584
CXorf56	0.048636388	0.002072034	0.78381634
LAMP2	0.038155176	0.001026668	1.329814
CUL4B	0.023216622	1.82E-04	1.0846472
XIAP	0.015029685	3.00E-05	0.91297245
STAG2	0.026652822	3.09E-04	1.5844812
FAM122B	0.049776953	0.002189768	0.8118076
MMGT1	0.029166427	3.81E-04	1.2446818
GPR112	0.0451032	0.001754903	1.4011517
CDR1	0.04257313	0.001452987	-4.701208
ZFY	0.030326776	4.24E-04	1.1255031
PCDH11Y	0.01756529	9.27E-05	-3.4325876
UTY	0.034655657	7.71E-04	0.7221016
TXLNG2P	0.035452466	8.07E-04	0.994431
